1519137994733638156,-56.82
1519137994833660857,-56.82
1519137994933628389,-56.84
1519137995033629331,-56.82
1519137995133627496,-56.81
1519137995233593580,-56.79
1519137995333590120,-56.82
1519137995433615172,-56.82
1519137995533585120,-56.79
1519137995633590114,-56.73
1519137995733553879,-56.74
1519137995833552171,-56.77
1519137995933544009,-56.77
1519137996033549217,-56.73
1519137996133540938,-56.74
1519137996233542103,-56.7
1519137996333503780,-56.71
1519137996433507440,-56.72
1519137996533508248,-56.72
1519137996633504455,-56.7
1519137996733508396,-56.7
1519137996833504675,-56.69
1519137996933506383,-56.69
1519137997033465790,-56.68
1519137997133469977,-56.69
1519137997233465289,-56.72
1519137997333421904,-56.73
1519137997433424885,-56.76
1519137997533430690,-56.76
1519137997633425821,-56.82
1519137997733433035,-56.8
1519137997833393450,-56.76
1519137997933398995,-56.77
1519137998033390990,-56.79
1519137998133387932,-56.76
1519137998233386787,-56.77
1519137998333388622,-56.76
1519137998433397850,-56.73
1519137998533388935,-56.71
1519137998633385860,-56.73
1519137998733388890,-56.7
1519137998833386157,-56.68
1519137998933383391,-56.69
1519137999033386537,-56.68
1519137999133306135,-56.65
1519137999233301319,-56.6
1519137999333302033,-56.55
1519137999433297406,-56.53
1519137999533297160,-56.5
1519137999633293266,-56.45
1519137999733264879,-56.43
1519137999833266394,-56.4
1519137999933265178,-56.36
1519138000033279313,-56.31
1519138000133262731,-56.28
1519138000233252427,-56.29
1519138000333219897,-56.25
1519138000433222635,-56.23
1519138000533217197,-56.25
1519138000633211511,-56.23
1519138000733222979,-56.21
1519138000833217615,-56.2
1519138000933184136,-56.14
1519138001033189879,-56.12
1519138001133184300,-56.1
1519138001233183640,-56.09
1519138001333149313,-56.04
1519138001433144461,-55.98
1519138001533137410,-55.92
1519138001633138790,-55.86
1519138001733140476,-55.83
1519138001833143372,-55.81
1519138001933097586,-55.75
1519138002033109164,-55.73
1519138002133097100,-55.69
1519138002233102307,-55.61
1519138002333094879,-55.59
1519138002433053021,-55.56
1519138002533058777,-55.49
1519138002633052888,-55.4
1519138002733050017,-55.36
1519138002833058327,-55.29
1519138002933052913,-55.25
1519138003033048162,-55.21
1519138003133026094,-55.16
1519138003233018723,-55.11
1519138003333014079,-55.1
1519138003433015968,-55.06
1519138003533009134,-55.04
1519138003633009767,-55.02
1519138003732985038,-54.96
1519138003832968178,-54.96
1519138003932984817,-54.9
1519138004032970205,-54.85
1519138004132944138,-54.79
1519138004232941787,-54.74
1519138004332931422,-54.7
1519138004432935579,-54.63
1519138004532930865,-54.58
1519138004632930643,-54.55
1519138004732929553,-54.5
1519138004832894397,-54.48
1519138004932900771,-54.47
1519138005032899075,-54.43
1519138005132894703,-54.35
1519138005232889574,-54.3
1519138005332847881,-54.26
1519138005432851113,-54.21
1519138005532886317,-54.12
1519138005632851582,-54.02
1519138005732851903,-53.99
1519138005832815012,-53.91
1519138005932812055,-53.85
1519138006032806950,-53.75
1519138006132814968,-53.73
1519138006232804682,-53.67
1519138006332809923,-53.59
1519138006432771556,-53.54
1519138006532774477,-53.51
1519138006632773108,-53.46
1519138006732764263,-53.44
1519138006832767956,-53.41
1519138006932735349,-53.38
1519138007032727831,-53.37
1519138007132731254,-53.37
1519138007232725483,-53.35
1519138007332732036,-53.32
1519138007432697450,-53.32
1519138007532695675,-53.37
1519138007632687111,-53.43
1519138007732679891,-53.42
1519138007832686823,-53.44
1519138007932699717,-53.44
1519138008032688124,-53.49
1519138008132683751,-53.47
1519138008232645539,-53.53
1519138008332646643,-53.54
1519138008432650609,-53.59
1519138008532641525,-53.58
1519138008632609910,-53.62
1519138008732606192,-53.67
1519138008832605903,-53.67
1519138008932597663,-53.68
1519138009032605935,-53.72
1519138009132598691,-53.75
1519138009232590674,-53.78
1519138009332568022,-53.82
1519138009432558070,-53.83
1519138009532571826,-53.78
1519138009632559555,-53.75
1519138009732554186,-53.71
1519138009832558970,-53.67
1519138009932535979,-53.7
1519138010032526428,-53.67
1519138010132524592,-53.65
1519138010232525033,-53.65
1519138010332483628,-53.64
1519138010432516355,-53.6
1519138010532479799,-53.59
1519138010632485027,-53.58
1519138010732478762,-53.53
1519138010832474361,-53.49
1519138010932486002,-53.47
1519138011032448908,-53.44
1519138011132439936,-53.41
1519138011232438493,-53.39
1519138011332454844,-53.33
1519138011432442813,-53.3
1519138011532396691,-53.33
1519138011632421242,-53.34
1519138011732398955,-53.41
1519138011832416727,-53.43
1519138011932393603,-53.44
1519138012032362625,-53.5
1519138012132358420,-53.55
1519138012232363205,-53.56
1519138012332366962,-53.61
1519138012432361864,-53.64
1519138012532356526,-53.66
1519138012632366777,-53.65
1519138012732360896,-53.66
1519138012832359265,-53.68
1519138012932398017,-53.68
1519138013032362188,-53.68
1519138013132356806,-53.68
1519138013232361698,-53.65
1519138013332267615,-53.61
1519138013432271605,-53.62
1519138013532270360,-53.6
1519138013632269734,-53.55
1519138013732266026,-53.47
1519138013832229303,-53.39
1519138013932252262,-53.28
1519138014032230609,-53.2
1519138014132230870,-53.14
1519138014232221409,-53.03
1519138014332186987,-52.97
1519138014432224516,-52.89
1519138014532223172,-52.81
1519138014632193144,-52.76
1519138014732190897,-52.67
1519138014832186064,-52.64
1519138014932142444,-52.61
1519138015032180461,-52.6
1519138015132150077,-52.58
1519138015232152228,-52.57
1519138015332148495,-52.61
1519138015432142981,-52.56
1519138015532137792,-52.56
1519138015632099214,-52.58
1519138015732112518,-52.6
1519138015832106631,-52.59
1519138015932103938,-52.65
1519138016032103262,-52.69
1519138016132102035,-52.7
1519138016232100330,-52.78
1519138016332061509,-52.78
1519138016432061070,-52.78
1519138016532062545,-52.8
1519138016632060003,-52.78
1519138016732026081,-52.81
1519138016832022267,-52.81
1519138016932049329,-52.81
1519138017032016270,-52.77
1519138017131988890,-52.76
1519138017232019686,-52.73
1519138017331987079,-52.73
1519138017431982870,-52.74
1519138017531983768,-52.73
1519138017631977897,-52.71
1519138017731941957,-52.67
1519138017831980774,-52.69
1519138017931945341,-52.63
1519138018031946696,-52.54
1519138018131939102,-52.52
1519138018231944255,-52.44
1519138018331905157,-52.35
1519138018431900966,-52.33
1519138018531899668,-52.27
1519138018631901910,-52.21
1519138018731901361,-52.12
1519138018831900490,-52.02
1519138018931861506,-51.97
1519138019031858113,-51.92
1519138019131864168,-51.83
1519138019231876812,-51.82
1519138019331858727,-51.79
1519138019431847963,-51.77
1519138019531817180,-51.73
1519138019631817330,-51.66
1519138019731820448,-51.64
1519138019831817247,-51.58
1519138019931812352,-51.53
1519138020031780340,-51.51
1519138020131781118,-51.47
1519138020231784208,-51.44
1519138020331775179,-51.49
1519138020431768843,-51.5
1519138020531762282,-51.51
1519138020631771910,-51.51
1519138020731735684,-51.54
1519138020831736876,-51.58
1519138020931728931,-51.51
1519138021031741052,-51.52
1519138021131696820,-51.54
1519138021231735355,-51.5
1519138021331697371,-51.44
1519138021431692006,-51.4
1519138021531698824,-51.34
1519138021631690663,-51.3
1519138021731680622,-51.28
1519138021831693463,-51.26
1519138021931675546,-51.24
1519138022031671124,-51.24
1519138022131654036,-51.2
1519138022231666474,-51.17
1519138022331615829,-51.13
1519138022431617123,-51.1
1519138022531605805,-51.05
1519138022631606514,-51.08
1519138022731606878,-51.05
1519138022831574267,-50.99
1519138022931578241,-50.97
1519138023031581314,-50.97
1519138023131602322,-50.96
1519138023231576144,-50.91
1519138023331569336,-50.89
1519138023431565710,-50.9
1519138023531531312,-50.9
1519138023631531995,-50.87
1519138023731527116,-50.83
1519138023831529081,-50.82
1519138023931534199,-50.88
1519138024031558255,-50.92
1519138024131487999,-50.91
1519138024231502503,-50.93
1519138024331489801,-50.94
1519138024431447193,-50.87
1519138024531448593,-50.85
1519138024631454287,-50.78
1519138024731446203,-50.74
1519138024831448581,-50.73
1519138024931421216,-50.71
1519138025031414750,-50.67
1519138025131413972,-50.62
1519138025231421482,-50.57
1519138025331417697,-50.55
1519138025431421440,-50.52
1519138025531404943,-50.47
1519138025631391159,-50.49
1519138025731386385,-50.52
1519138025831383477,-50.53
1519138025931381533,-50.49
1519138026031378618,-50.45
1519138026131335065,-50.47
1519138026231332635,-50.43
1519138026331334052,-50.45
1519138026431333025,-50.48
1519138026531319779,-50.5
1519138026631334167,-50.55
1519138026731334709,-50.49
1519138026831332501,-50.45
1519138026931332024,-50.4
1519138027031332404,-50.27
1519138027131336840,-50.23
1519138027231332962,-50.19
1519138027331321014,-50.09
1519138027431320953,-49.99
1519138027531246077,-49.96
1519138027631245818,-49.9
1519138027731260908,-49.86
1519138027831245746,-49.85
1519138027931201511,-49.82
1519138028031196693,-49.79
1519138028131213496,-49.81
1519138028231226093,-49.85
1519138028331229573,-49.81
1519138028431220074,-49.79
1519138028531188388,-49.79
1519138028631165989,-49.8
1519138028731171232,-49.87
1519138028831178758,-49.95
1519138028931168667,-50.04
1519138029031159068,-50.16
1519138029131121436,-50.25
1519138029231126507,-50.32
1519138029331129543,-50.42
1519138029431123225,-50.51
1519138029531124452,-50.55
1519138029631082558,-50.59
1519138029731079820,-50.56
1519138029831110369,-50.53
1519138029931084188,-50.5
1519138030031082376,-50.49
1519138030131071681,-50.39
1519138030231097355,-50.3
1519138030331033274,-50.23
1519138030431107577,-50.18
1519138030531032901,-50.07
1519138030631083381,-49.98
1519138030731034389,-49.95
1519138030830999585,-49.83
1519138030931035696,-49.74
1519138031030994057,-49.66
1519138031130991964,-49.57
1519138031230988904,-49.48
1519138031330952004,-49.41
1519138031430954361,-49.35
1519138031530951902,-49.31
1519138031630958343,-49.31
1519138031730946418,-49.3
1519138031830954148,-49.26
1519138031930913859,-49.24
1519138032030936927,-49.21
1519138032130913399,-49.21
1519138032230910272,-49.22
1519138032330911970,-49.27
1519138032430909457,-49.26
1519138032530905542,-49.27
1519138032630867175,-49.29
1519138032730869202,-49.24
1519138032830869790,-49.29
