1519137994721473425,37.5355933,127.0602116,41.293,9.998244,0,0,0,9.998244,0,0,0,41.139396
1519137994841720871,37.5355814,127.060205,41.364,9.9225,0,0,0,9.9225,0,0,0,40.985604
1519137995024703389,37.5355581,127.0601922,41.425,9.9225,0,0,0,9.9225,0,0,0,41.100921
1519137995225666455,37.5355346,127.0601794,41.484,9.9225,0,0,0,9.9225,0,0,0,41.2164
1519137995422701328,37.5355114,127.0601664,41.57,9.9225,0,0,0,9.9225,0,0,0,41.370624
1519137995629147421,37.5354881,127.0601536,41.62,9.941409,0,0,0,9.941409,0,0,0,41.525136
1519137995843421302,37.535465,127.0601409,41.611,9.941409,0,0,0,9.941409,0,0,0,41.718681
1519137996022586743,37.5354416,127.0601281,41.704,9.941409,0,0,0,9.941409,0,0,0,41.873841
1519137996225426976,37.5354182,127.0601153,41.747,9.960336,0,0,0,9.960336,0,0,0,41.9904
1519137996426103346,37.535395,127.0601027,41.788,9.960336,0,0,0,9.960336,0,0,0,42.068196
1519137996629903552,37.5353718,127.06009,41.898,9.960336,0,0,0,9.960336,0,0,0,42.146064
1519137996847437094,37.5353487,127.0600774,41.99,9.960336,0,0,0,9.960336,0,0,0,42.185025
1519137997027586169,37.5353258,127.0600646,42.111,9.941409,0,0,0,9.941409,0,0,0,42.185025
1519137997226289493,37.5353028,127.0600518,42.289,9.960336,0,0,0,9.960336,0,0,0,42.263001
1519137997420389337,37.5352802,127.060039,42.381,9.941409,0,0,0,9.941409,0,0,0,42.224004
1519137997522219369,37.5352687,127.0600327,42.495,9.884736,0,0,0,9.884736,0,0,0,41.835024
1519137997732659020,37.5352459,127.0600201,42.56,9.865881,0,0,0,9.865881,0,0,0,41.757444
1519137997928415040,37.5352233,127.0600074,42.616,9.865881,0,0,0,9.865881,0,0,0,41.718681
1519137998122375811,37.5352008,127.0599948,42.654,9.847044,0,0,0,9.847044,0,0,0,41.679936
1519137998323573118,37.5351781,127.0599823,42.741,9.847044,0,0,0,9.847044,0,0,0,41.641209
1519137998525216633,37.5351555,127.0599698,42.849,9.847044,0,0,0,9.847044,0,0,0,41.6025
1519137998724504954,37.5351334,127.0599573,42.918,9.828225,0,0,0,9.828225,0,0,0,41.6025
1519137998925902902,37.5351108,127.0599449,43.007,9.828225,0,0,0,9.828225,0,0,0,41.641209
1519137999126373823,37.5350879,127.0599324,43.02,9.847044,0,0,0,9.847044,0,0,0,41.718681
1519137999325419672,37.5350655,127.05992,43.133,9.865881,0,0,0,9.865881,0,0,0,41.796225
1519137999525457320,37.5350431,127.0599075,43.265,9.903609,0,0,0,9.903609,0,0,0,41.796225
1519137999727579690,37.5350206,127.0598952,43.37,9.941409,0,0,0,9.941409,0,0,0,41.796225
1519137999928860656,37.5349985,127.0598829,43.475,9.960336,0,0,0,9.960336,0,0,0,41.718681
1519138000120136701,37.5349762,127.0598706,43.545,9.998244,0,0,0,9.998244,0,0,0,41.679936
1519138000220616727,37.5349652,127.0598644,43.648,9.941409,0,0,0,9.941409,0,0,0,41.409225
